Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7 Percent,Daycount,Overall Percent Change (Day 1 to 6),Outcome
10.369554,10.549974,10.758884,11.053261,11.490073,11.660998,4.56,1,12.45,10
10.549974,10.758884,11.053261,11.490073,11.660998,12.192769,1.71,0,15.57,8
10.758884,11.053261,11.490073,11.660998,12.192769,12.401683,-1.45,4,15.27,3
6.023687,6.852897,7.234142,7.653512,7.806009,7.910852,0.24,0,31.33,5
6.852897,7.234142,7.653512,7.806009,7.910852,7.929916,-7.81,0,15.72,0
7.062582,7.281798,7.443827,8.082415,8.435068,8.501787,3.81,0,20.38,10
7.281798,7.443827,8.082415,8.435068,8.501787,8.825844,-4.64,0,21.2,0
8.644753,8.902093,9.292871,9.664584,9.721771,10.350827,3.59,2,19.74,10
8.902093,9.292871,9.664584,9.721771,10.350827,10.722543,0.18,1,20.45,5
9.292871,9.664584,9.721771,10.350827,10.722543,10.741608,1.77,0,15.59,8
9.664584,9.721771,10.350827,10.722543,10.741608,10.932229,-13.6,1,13.12,0
12.133152,12.218935,12.285653,12.361902,12.409556,12.867051,0.22,0,6.05,5
12.218935,12.285653,12.361902,12.409556,12.867051,12.895644,-0.44,1,5.54,4
15.030623,15.507181,15.592958,15.640615,15.993272,16.231546,-0.18,0,7.99,4
19.739008,20.12026,20.253693,20.882746,22.026485,22.436327,-0.08,0,13.66,4
36.022053,36.977303,37.46447,39.68063,40.186893,42.001858,-2.8,1,16.6,1
31.014847,31.541334,33.168655,33.312237,33.685574,35.083149,-0.82,2,13.12,3
36.765755,36.977493,37.439472,39.104515,41.924511,42.261372,-2.53,0,14.95,1
40.769566,40.865807,42.078503,44.600132,45.187225,46.111191,0.52,2,13.1,6
40.865807,42.078503,44.600132,45.187225,46.111191,46.351795,1.93,1,13.42,8
42.078503,44.600132,45.187225,46.111191,46.351795,47.24688,2.08,0,12.28,8
44.600132,45.187225,46.111191,46.351795,47.24688,48.228584,-5.91,0,8.14,0
24.361889,25.070704,26.624269,27.67293,27.740898,28.071033,-3.98,1,15.23,0
37.012062,38.066204,38.886093,41.26767,41.804508,43.639492,1.36,0,17.91,7
38.066204,38.886093,41.26767,41.804508,43.639492,44.234886,-0.15,0,16.21,4
37.193729,37.575653,38.623501,39.367771,40.063076,40.347069,-2.28,1,8.48,2
37.261108,37.978607,38.312786,39.030293,40.02301,41.51265,-2.38,0,11.41,2
44.467316,45.610558,46.743866,47.052048,48.095879,49.318657,-0.87,3,10.91,3
49.813862,50.930588,51.439095,51.887779,53.323566,53.453186,-2.93,2,7.31,1
39.52,41.040001,41.049999,41.560001,41.889999,41.91,3.98,0,6.05,10
41.040001,41.049999,41.560001,41.889999,41.91,43.580002,-0.32,1,6.19,4
25.56913,25.682152,26.293791,26.546421,27.204592,27.231188,0.83,0,6.5,7
25.682152,26.293791,26.546421,27.204592,27.231188,27.457232,-1.02,2,6.91,3
23.39912,23.676872,23.873335,23.934307,24.049469,24.273027,0.25,1,3.73,6
23.676872,23.873335,23.934307,24.049469,24.273027,24.334002,0.25,0,2.78,6
23.873335,23.934307,24.049469,24.273027,24.334002,24.394964,-0.72,2,2.18,4
20.933195,20.946886,21.145466,21.357744,21.624802,21.720671,-1.86,1,3.76,2
21.483416,21.524981,21.975294,22.494884,22.584948,22.612659,-0.12,0,5.26,4
23.429647,23.611763,23.800879,24.20713,24.592377,24.907566,0.67,1,6.31,6
23.611763,23.800879,24.20713,24.592377,24.907566,25.075674,0.47,0,6.2,6
23.800879,24.20713,24.592377,24.907566,25.075674,25.19475,-0.75,0,5.86,4
22.699541,22.720776,22.734938,22.904865,22.99691,23.230568,0.79,2,2.34,6
22.720776,22.734938,22.904865,22.99691,23.230568,23.414648,0.73,1,3.05,6
22.734938,22.904865,22.99691,23.230568,23.414648,23.584587,1.53,0,3.74,7
22.904865,22.99691,23.230568,23.414648,23.584587,23.945675,-0.12,3,4.54,4
23.280121,23.442974,23.881952,24.207644,24.717432,24.873199,0.14,1,6.84,5
23.442974,23.881952,24.207644,24.717432,24.873199,24.908602,1.25,0,6.25,7
23.881952,24.207644,24.717432,24.873199,24.908602,25.220129,-0.81,4,5.6,3
20.882799,20.942129,21.090435,21.134935,21.261002,21.401905,0.21,4,2.49,5
20.942129,21.090435,21.134935,21.261002,21.401905,21.446394,0.93,3,2.41,7
21.090435,21.134935,21.261002,21.401905,21.446394,21.646624,0.17,2,2.64,5
21.134935,21.261002,21.401905,21.446394,21.646624,21.683701,0.51,1,2.6,6
21.261002,21.401905,21.446394,21.646624,21.683701,21.794933,0.2,0,2.51,5
21.401905,21.446394,21.646624,21.683701,21.794933,21.839434,-1.15,0,2.04,3
21.995163,22.395617,22.42528,22.581013,22.862808,23.159439,1.63,0,5.29,8
22.395617,22.42528,22.581013,22.862808,23.159439,23.537642,-1.54,0,5.1,3
22.543756,22.551258,23.121227,23.136223,23.263718,23.5112,-0.06,6,4.29,4
23.496202,23.533705,23.556204,23.691195,23.871183,24.336155,0.12,0,3.57,5
23.533705,23.556204,23.691195,23.871183,24.336155,24.366158,-1.32,1,3.54,3
24.418659,24.448654,24.56115,24.849298,25.129871,25.577263,-0.39,3,4.74,4
24.230553,24.391628,25.043612,25.081961,25.304401,25.634226,0.78,1,5.79,6
24.391628,25.043612,25.081961,25.304401,25.634226,25.833649,0.62,0,5.91,6
25.043612,25.081961,25.304401,25.634226,25.833649,25.994732,-0.3,0,3.8,4
25.723469,25.909529,26.018074,26.242889,26.312674,26.436712,-0.12,2,2.77,4
25.560656,25.832006,26.072336,26.56851,26.901882,26.932888,0.52,0,5.37,6
25.832006,26.072336,26.56851,26.901882,26.932888,27.072439,-0.09,1,4.8,4
28.375278,28.46924,28.484894,28.696302,29.025152,29.205244,-0.59,0,2.92,4
29.134771,29.166086,29.291368,29.596731,29.690691,29.800304,2.08,0,2.28,8
29.166086,29.291368,29.596731,29.690691,29.800304,30.418854,-0.59,0,4.3,4
32.272034,32.511559,32.559471,32.647293,33.02256,33.198208,0.1,0,2.87,5
32.511559,32.559471,32.647293,33.02256,33.198208,33.230137,-0.99,2,2.21,3
32.264057,32.407772,32.926746,33.349899,33.421753,33.533546,-0.67,0,3.93,4
32.120346,32.335915,32.407772,32.527534,32.623341,32.854885,0.8,0,2.29,7
32.335915,32.407772,32.527534,32.623341,32.854885,33.118355,-0.29,1,2.42,4
32.998226,33.223801,33.578278,33.707169,34.698093,34.955883,-0.81,0,5.93,3
34.899487,35.141178,35.342594,35.495651,35.825962,35.834011,-1.15,1,2.68,3
36.564739,36.889828,36.92234,36.99548,37.33683,37.38559,1.17,1,2.24,7
36.889828,36.92234,36.99548,37.33683,37.38559,37.824478,0.64,0,2.53,6
36.92234,36.99548,37.33683,37.38559,37.824478,38.068291,-0.68,2,3.1,4
38.531544,38.685966,38.848511,39.10046,39.319897,39.417419,-0.29,1,2.3,4
39.031918,39.13842,39.359646,39.69556,39.965923,40.195339,0.49,3,2.98,6
39.13842,39.359646,39.69556,39.965923,40.195339,40.391964,1.2,2,3.2,7
39.359646,39.69556,39.965923,40.195339,40.391964,40.875362,0.92,1,3.85,7
39.69556,39.965923,40.195339,40.391964,40.875362,41.252239,0.24,0,3.92,5
39.965923,40.195339,40.391964,40.875362,41.252239,41.350567,-0.42,3,3.46,4
33.565693,33.690678,33.865677,33.924011,34.46566,35.573967,-1.01,3,5.98,3
30.707441,31.657406,32.315731,33.232361,33.26569,33.482357,0.17,1,9.04,5
31.657406,32.315731,33.232361,33.26569,33.482357,33.540684,0.94,0,5.95,7
32.315731,33.232361,33.26569,33.482357,33.540684,33.857349,-1.08,1,4.77,3
24.031494,24.158199,24.25111,24.293346,24.935314,25.264744,1.67,2,5.13,8
24.158199,24.25111,24.293346,24.935314,25.264744,25.687094,0.49,1,6.33,6
24.25111,24.293346,24.935314,25.264744,25.687094,25.813799,2.36,0,6.44,8
24.293346,24.935314,25.264744,25.687094,25.813799,26.421972,-0.19,12,8.76,4
26.37129,26.405081,26.447313,26.548676,26.616251,26.768297,0.13,6,1.51,5
26.405081,26.447313,26.548676,26.616251,26.768297,26.80208,0.32,5,1.5,6
26.447313,26.548676,26.616251,26.768297,26.80208,26.886551,1.57,4,1.66,7
26.548676,26.616251,26.768297,26.80208,26.886551,27.308901,2.17,3,2.86,8
26.616251,26.768297,26.80208,26.886551,27.308901,27.900187,0.82,2,4.82,7
26.768297,26.80208,26.886551,27.308901,27.900187,28.12825,0.06,1,5.08,5
26.80208,26.886551,27.308901,27.900187,28.12825,28.145147,0.21,0,5.01,5
26.886551,27.308901,27.900187,28.12825,28.145147,28.204271,-4.88,1,4.9,0
22.74021,23.262482,23.390911,23.887495,24.786488,25.231699,2.68,1,10.96,9
23.262482,23.390911,23.887495,24.786488,25.231699,25.908087,1.26,0,11.37,7
23.390911,23.887495,24.786488,25.231699,25.908087,26.233433,-1.37,1,12.15,3
25.368689,25.608421,25.856714,26.105011,26.361864,26.755707,1.34,0,5.47,7
25.608421,25.856714,26.105011,26.361864,26.755707,27.115309,-1.77,1,5.88,2
26.336178,26.69577,27.320787,27.740318,27.930969,27.974302,-0.46,1,6.22,4
28.780252,28.918911,29.620871,29.941517,30.028177,30.270836,0.92,1,5.18,7
28.918911,29.620871,29.941517,30.028177,30.270836,30.548149,0.88,0,5.63,7
29.620871,29.941517,30.028177,30.270836,30.548149,30.816801,-1.01,0,4.04,3
30.470154,30.782137,30.929457,31.024782,31.440756,31.882732,-1.2,1,4.64,3
31.79607,31.952063,32.428696,32.68869,32.862003,33.208649,-1.38,1,4.44,3
32.906147,33.160069,33.195103,33.291428,33.3965,33.685455,-0.36,1,2.37,4
33.510334,33.70298,33.825565,33.939388,33.965668,34.044468,-1.88,0,1.59,2
34.096321,34.122864,34.193638,34.388268,34.883705,35.317204,-0.83,0,3.58,3
33.652164,33.714714,34.510002,34.706589,35.072952,35.260601,-0.15,0,4.78,4
39.238819,39.599556,40.438263,40.663719,40.997402,41.304028,0.13,1,5.26,5
39.599556,40.438263,40.663719,40.997402,41.304028,41.358139,1.59,0,4.44,7
40.438263,40.663719,40.997402,41.304028,41.358139,42.016476,-0.6,2,3.9,4
32.676842,32.731438,32.958931,33.632301,33.93259,34.715168,-0.94,3,6.24,3
34.296581,34.414879,34.869854,35.142853,35.570534,35.788929,2.06,1,4.35,8
34.414879,34.869854,35.142853,35.570534,35.788929,36.525993,2.39,0,6.13,8
34.869854,35.142853,35.570534,35.788929,36.525993,37.399559,-1.41,0,7.25,3
35.172512,35.797482,36.330532,36.826824,37.525318,37.874561,-0.46,0,7.68,4
34.959526,35.730202,35.850918,36.194481,36.6866,37.011593,-0.58,4,5.87,4
38.701534,39.342224,39.370087,39.546497,39.797211,40.010769,-0.84,1,3.38,3
32.156673,32.338558,32.788509,33.28632,33.52565,33.946877,-0.45,2,5.57,4
33.630959,33.889439,34.080898,34.5117,35.00951,35.248844,-1.21,1,4.81,3
33.999985,35.461834,35.645771,35.858753,35.994286,36.23632,0.61,0,6.58,6
35.461834,35.645771,35.858753,35.994286,36.23632,36.458981,-0.32,1,2.81,4
35.161713,35.423103,35.490871,36.207275,36.55579,36.584835,0.9,3,4.05,7
35.423103,35.490871,36.207275,36.55579,36.584835,36.913998,0.66,2,4.21,6
35.490871,36.207275,36.55579,36.584835,36.913998,37.156021,0.36,1,4.69,6
36.207275,36.55579,36.584835,36.913998,37.156021,37.291557,0.57,0,2.99,6
36.55579,36.584835,36.913998,37.156021,37.291557,37.504539,-1.86,1,2.6,2
37.542263,37.894772,38.276657,38.423538,38.557175,38.953136,0.3,2,3.76,6
37.894772,38.276657,38.423538,38.557175,38.953136,39.07193,0.94,1,3.11,7
38.276657,38.423538,38.557175,38.953136,39.07193,39.438198,0.25,0,3.03,6
38.423538,38.557175,38.953136,39.07193,39.438198,39.537189,-0.63,2,2.9,4
37.864235,38.052315,38.190907,38.200806,38.260201,38.527473,1.41,1,1.75,7
38.052315,38.190907,38.200806,38.260201,38.527473,39.07193,0.13,0,2.68,5
38.190907,38.200806,38.260201,38.527473,39.07193,39.121426,-1.67,2,2.44,2
39.062031,39.19072,39.398602,39.477795,40.012344,40.042046,1.21,4,2.51,7
39.19072,39.398602,39.477795,40.012344,40.042046,40.527103,1.42,3,3.41,7
39.398602,39.477795,40.012344,40.042046,40.527103,41.101254,0.67,2,4.32,6
39.477795,40.012344,40.042046,40.527103,41.101254,41.378429,0.26,1,4.81,6
40.012344,40.042046,40.527103,41.101254,41.378429,41.48732,1.93,0,3.69,8
40.042046,40.527103,41.101254,41.378429,41.48732,42.289154,-0.09,0,5.61,4
48.079876,48.113792,48.376625,48.554661,49.020969,49.605961,-0.27,0,3.17,4
50.827045,50.997326,51.176117,51.474091,51.729511,52.095596,0.39,0,2.5,6
50.997326,51.176117,51.474091,51.729511,52.095596,52.299931,-0.02,1,2.55,4
54.369873,55.284451,55.686165,56.575096,56.857162,57.190506,0.51,2,5.19,6
55.284451,55.686165,56.575096,56.857162,57.190506,57.481117,0.65,1,3.97,6
55.686165,56.575096,56.857162,57.190506,57.481117,57.857204,1.46,0,3.9,7
56.575096,56.857162,57.190506,57.481117,57.857204,58.703388,-0.68,0,3.76,4
53.623005,54.155045,54.275169,54.378151,54.47253,54.97023,1.59,0,2.51,7
54.155045,54.275169,54.378151,54.47253,54.97023,55.845505,-0.83,0,3.12,3
56.948833,57.510971,58.012566,58.445011,59.110893,59.95845,0.16,2,5.28,5
57.510971,58.012566,58.445011,59.110893,59.95845,60.053566,1.01,1,4.42,7
58.012566,58.445011,59.110893,59.95845,60.053566,60.658951,1.65,0,4.56,8
58.445011,59.110893,59.95845,60.053566,60.658951,61.662151,-1.12,1,5.5,3
59.830444,62.17606,63.410099,64.486641,65.20433,65.300606,-0.48,2,9.14,4
68.398888,68.460152,69.344124,69.501701,69.781776,69.88678,0.81,0,2.18,7
68.460152,69.344124,69.501701,69.781776,69.88678,70.455681,-0.57,1,2.91,4
69.046585,69.274124,69.35289,69.387901,69.589218,70.079323,-0.64,1,1.5,4
65.838898,66.234077,67.182533,67.27034,67.533829,67.665543,-0.95,0,2.77,3
65.636909,65.953041,66.629272,67.727036,68.087074,68.183693,1.75,0,3.88,8
65.953041,66.629272,67.727036,68.087074,68.183693,69.378021,-0.3,0,5.19,4
70.940193,71.742096,72.015282,72.306084,72.41185,72.98465,0.33,1,2.88,6
71.742096,72.015282,72.306084,72.41185,72.98465,73.22261,0.9,0,2.06,7
72.015282,72.306084,72.41185,72.98465,73.22261,73.883514,-1.44,0,2.59,3
71.323189,72.136787,72.985771,73.684425,74.161957,74.179665,0.25,2,4.0,6
72.136787,72.985771,73.684425,74.161957,74.179665,74.365387,0.12,1,3.09,5
72.985771,73.684425,74.161957,74.179665,74.365387,74.453804,0.27,0,2.01,6
73.684425,74.161957,74.179665,74.365387,74.453804,74.657227,-1.37,0,1.32,3
75.913284,77.004738,77.466187,77.927605,78.61972,79.196503,0.37,3,4.32,6
77.004738,77.466187,77.927605,78.61972,79.196503,79.489349,0.06,2,3.23,5
77.466187,77.927605,78.61972,79.196503,79.489349,79.533707,0.25,1,2.67,5
77.927605,78.61972,79.196503,79.489349,79.533707,79.728912,0.02,0,2.31,5
78.61972,79.196503,79.489349,79.533707,79.728912,79.746674,-0.07,2,1.43,4
80.971222,81.051079,81.450378,81.583504,81.982788,82.45311,-0.62,0,1.83,4
83.077606,83.139908,83.415855,83.513802,83.593895,83.985542,0.28,1,1.09,6
83.139908,83.415855,83.513802,83.593895,83.985542,84.216988,0.03,0,1.3,5
83.415855,83.513802,83.593895,83.985542,84.216988,84.243721,-0.03,2,0.99,4
80.531799,81.582161,82.356567,82.570236,82.650345,83.166611,0.12,0,3.27,5
81.582161,82.356567,82.570236,82.650345,83.166611,83.264542,-0.36,0,2.06,4
83.664352,84.155441,84.780487,85.26265,85.476944,85.753738,1.29,1,2.5,7
84.155441,84.780487,85.26265,85.476944,85.753738,86.860939,0.51,0,3.21,6
84.780487,85.26265,85.476944,85.753738,86.860939,87.307381,-0.17,0,2.98,4
88.222725,89.046852,90.166534,91.554947,92.432793,93.077721,0.96,0,5.5,7
89.046852,90.166534,91.554947,92.432793,93.077721,93.973473,-0.02,0,5.53,4
92.494156,92.781647,93.635178,94.138306,94.479713,95.11763,1.02,0,2.84,7
92.781647,93.635178,94.138306,94.479713,95.11763,96.087936,-0.07,0,3.56,4
95.25235,95.539879,96.222672,96.564095,96.653938,97.25589,0.12,1,2.1,5
95.539879,96.222672,96.564095,96.653938,97.25589,97.372681,0.45,0,1.92,6
96.222672,96.564095,96.653938,97.25589,97.372681,97.812927,-0.89,0,1.65,3
96.537109,97.678146,98.073456,98.378937,99.162857,99.225929,-0.63,1,2.79,4
95.48439,95.538628,96.740646,97.038925,97.246773,97.727348,1.02,0,2.35,7
95.538628,96.740646,97.038925,97.246773,97.727348,98.724747,-0.7,0,3.33,4
98.307655,99.658676,99.713097,100.810242,102.55114,103.16774,0.3,1,4.94,6
99.658676,99.713097,100.810242,102.55114,103.16774,103.476006,0.71,0,3.83,6
99.713097,100.810242,102.55114,103.16774,103.476006,104.210464,-0.78,0,4.51,4
109.668976,109.88723,110.396469,110.514679,111.50589,112.115158,0.48,0,2.23,6
109.88723,110.396469,110.514679,111.50589,112.115158,112.651672,-0.95,0,2.52,3
110.232803,110.269157,110.278236,110.341911,111.560455,113.279129,0.27,4,2.76,6
110.269157,110.278236,110.341911,111.560455,113.279129,113.588318,1.37,3,3.01,7
110.278236,110.341911,111.560455,113.279129,113.588318,115.143333,0.14,2,4.41,5
110.341911,111.560455,113.279129,113.588318,115.143333,115.307007,0.02,1,4.5,5
111.560455,113.279129,113.588318,115.143333,115.307007,115.33432,0.13,0,3.38,5
113.279129,113.588318,115.143333,115.307007,115.33432,115.488884,-0.06,3,1.95,4
114.375206,115.770241,117.81266,117.912933,118.733551,119.20771,0.93,0,4.23,7
115.770241,117.81266,117.912933,118.733551,119.20771,120.320084,-0.15,1,3.93,4
119.162094,120.684792,120.921844,122.016006,123.547867,123.839615,0.9,1,3.93,7
120.684792,120.921844,122.016006,123.547867,123.839615,124.951996,0.45,0,3.54,6
120.921844,122.016006,123.547867,123.839615,124.951996,125.517319,-0.14,0,3.8,4
130.221161,132.076889,133.685806,134.462814,134.947266,135.834061,0.28,0,4.31,6
132.076889,133.685806,134.462814,134.947266,135.834061,136.218002,-0.73,0,3.14,4
124.799622,125.202927,126.513611,126.825226,127.246902,127.283539,0.06,1,1.99,5
125.202927,126.513611,126.825226,127.246902,127.283539,127.366043,0.44,0,1.73,6
126.513611,126.825226,127.246902,127.283539,127.366043,127.925125,-2.36,1,1.12,2
127.581413,129.069931,130.062302,131.762146,133.02095,133.223083,-0.89,0,4.42,3
134.668777,135.964767,137.816162,138.788132,138.917725,138.982513,-0.1,1,3.2,4
132.863708,133.789383,134.344818,134.938858,135.189484,135.978409,-0.35,0,2.34,4
132.868988,134.047806,134.623291,135.727814,137.389267,137.91835,-0.03,0,3.8,4
101.634346,103.26355,104.036278,105.81443,106.81987,107.499481,2.53,1,5.77,9
103.26355,104.036278,105.81443,106.81987,107.499481,110.217918,0.86,0,6.73,7
104.036278,105.81443,106.81987,107.499481,110.217918,111.167526,-2.14,0,6.85,2
101.994606,106.414528,107.003242,108.8908,109.00293,109.928055,-1.08,1,7.78,3
92.474167,94.238533,94.832954,96.35202,96.984177,97.663513,-1.85,0,5.61,2
72.618301,73.832558,73.993828,75.843674,77.921196,78.81292,2.19,0,8.53,8
73.832558,73.993828,75.843674,77.921196,78.81292,80.539436,-2.25,1,9.08,2
57.923889,58.255913,58.398205,61.84177,62.543766,62.591194,-0.68,4,8.06,4
47.865204,48.356373,48.780132,49.569862,50.244011,52.32428,-0.44,0,9.32,4
56.741383,58.501175,59.142872,59.483162,59.852623,60.124855,0.45,0,5.96,6
58.501175,59.142872,59.483162,59.852623,60.124855,60.397091,-1.01,0,3.24,3
46.287102,47.513962,48.201008,48.367859,50.409359,50.998253,-0.46,0,10.18,4
52.902351,53.422539,54.472733,54.953663,55.856636,57.103127,0.79,2,7.94,6
53.422539,54.472733,54.953663,55.856636,57.103127,57.554615,2.15,1,7.73,8
54.472733,54.953663,55.856636,57.103127,57.554615,58.791294,0.05,0,7.93,5
54.953663,55.856636,57.103127,57.554615,58.791294,58.820736,-0.57,0,7.04,4
58.304386,59.126274,59.354023,59.680801,59.809528,60.20562,-1.2,1,3.26,3
66.216278,68.513596,68.533401,68.771057,69.068123,69.147346,-0.46,2,4.43,4
67.903145,68.798973,68.978134,69.53553,70.371628,71.924385,-2.41,4,5.92,2
73.367645,74.293327,75.39817,76.035202,77.12014,77.199768,1.03,0,5.22,7
74.293327,75.39817,76.035202,77.12014,77.199768,77.996056,-0.82,1,4.98,3
115.290001,116.82,117.629997,118.760002,120.0,120.349998,-0.32,0,4.39,4
119.089996,119.260002,120.410004,120.660004,121.480003,122.739998,-0.01,0,3.06,4
111.050003,112.970001,113.150002,114.059998,114.360001,114.650002,-0.96,0,3.24,3
112.459999,112.940002,113.75,114.93,117.809998,119.540001,0.08,0,6.3,5
112.940002,113.75,114.93,117.809998,119.540001,119.639999,-0.36,1,5.93,4
124.080002,125.089996,125.449997,125.800003,126.529999,127.470001,1.48,1,2.73,7
125.089996,125.449997,125.800003,126.529999,127.470001,129.360001,0.97,0,3.41,7
125.449997,125.800003,126.529999,127.470001,129.360001,130.610001,0.0,0,4.11,5
130.350006,130.449997,131.089996,131.419998,132.360001,133.919998,0.43,1,2.74,6
130.449997,131.089996,131.419998,132.360001,133.919998,134.490005,0.54,0,3.1,6
131.089996,131.419998,132.360001,133.919998,134.490005,135.220001,-0.16,0,3.15,4
135.100006,135.399994,136.389999,136.919998,137.0,137.440002,0.27,3,1.73,6
135.399994,136.389999,136.919998,137.0,137.440002,137.809998,0.88,2,1.78,7
136.389999,136.919998,137.0,137.440002,137.809998,139.020004,1.08,1,1.93,7
136.919998,137.0,137.440002,137.809998,139.020004,140.520004,0.06,0,2.63,5
137.0,137.440002,137.809998,139.020004,140.520004,140.600006,-0.43,4,2.63,4
148.860001,149.169998,149.220001,150.589996,153.039993,153.289993,0.9,0,2.98,7
149.169998,149.220001,150.589996,153.039993,153.289993,154.669998,-0.29,0,3.69,4
148.889999,151.25,153.199997,155.389999,157.139999,157.960007,-0.17,0,6.09,4
161.100006,162.460007,164.029999,165.720001,167.320007,167.910004,0.08,2,4.23,5
162.460007,164.029999,165.720001,167.320007,167.910004,168.039993,0.17,1,3.43,5
164.029999,165.720001,167.320007,167.910004,168.039993,168.330002,0.27,0,2.62,6
13.560401,13.668422,13.769245,13.790849,14.057306,14.186934,0.15,1,4.62,5
13.668422,13.769245,13.790849,14.057306,14.186934,14.208534,1.32,0,3.95,7
13.769245,13.790849,14.057306,14.186934,14.208534,14.395769,-0.15,0,4.55,4
14.222936,14.345364,14.460585,14.518197,14.856666,14.878272,0.15,0,4.61,5
14.345364,14.460585,14.518197,14.856666,14.878272,14.899874,-3.24,1,3.87,1
12.53773,12.958076,13.22622,13.298691,13.501611,13.690047,-0.53,1,9.19,4
15.020729,15.167562,15.34376,15.483248,15.519959,15.608055,0.47,0,3.91,6
15.167562,15.34376,15.483248,15.519959,15.608055,15.68147,-1.08,3,3.39,3
14.974982,15.108024,15.159767,15.174547,15.255852,15.278031,1.69,0,2.02,8
15.108024,15.159767,15.174547,15.255852,15.278031,15.536732,-1.28,0,2.84,3
12.090578,12.218003,12.315448,12.480354,13.05003,13.28989,-0.34,5,9.92,4
13.244918,13.267407,13.574729,13.784609,13.889547,13.957007,-0.48,1,5.38,4
13.387335,13.649684,13.792105,13.799599,13.822086,14.324298,-8.42,0,7.0,0
12.618722,12.671612,12.807625,13.034305,13.16276,13.5179,0.28,2,7.13,6
12.671612,12.807625,13.034305,13.16276,13.5179,13.555678,2.79,1,6.98,9
12.807625,13.034305,13.16276,13.5179,13.555678,13.933485,0.54,0,8.79,6
13.034305,13.16276,13.5179,13.555678,13.933485,14.009045,-0.59,0,7.48,4
15.459821,15.588273,15.595833,15.671394,15.716729,15.807401,-2.2,1,2.25,2
14.888294,15.108805,15.603055,15.983241,16.127716,16.203756,-0.14,2,8.84,4
16.462284,17.45079,18.051489,18.606565,19.214876,19.519026,-3.0,5,18.57,1
18.933529,19.336533,19.526628,19.655893,19.876402,19.990471,-0.57,0,5.58,4
19.862516,20.091791,20.252281,20.328705,20.565615,20.718462,-1.29,0,4.31,3
19.786093,19.984798,20.259924,20.435692,21.054728,21.062372,0.15,0,6.45,5
19.984798,20.259924,20.435692,21.054728,21.062372,21.092947,-0.22,1,5.54,4
18.151958,18.35177,18.697596,19.258602,19.358509,19.466093,0.99,0,7.24,7
18.35177,18.697596,19.258602,19.358509,19.466093,19.658216,-0.39,0,7.12,4
20.332682,20.494972,20.765455,21.005024,21.182772,21.283239,-0.84,0,4.68,3
21.919996,22.075455,22.728394,23.676706,23.715572,23.855486,2.18,0,8.83,8
22.075455,22.728394,23.676706,23.715572,23.855486,24.376284,-1.85,0,10.42,2
24.174377,24.629904,24.677025,25.077576,26.114292,26.342056,0.24,1,8.97,5
24.629904,24.677025,25.077576,26.114292,26.342056,26.404884,0.62,0,7.21,6
24.677025,25.077576,26.114292,26.342056,26.404884,26.569824,-1.95,1,7.67,2
25.352463,25.627348,25.776571,25.996483,26.444153,26.656208,0.12,3,5.14,5
25.627348,25.776571,25.996483,26.444153,26.656208,26.687624,0.15,2,4.14,5
25.776571,25.996483,26.444153,26.656208,26.687624,26.7269,0.82,1,3.69,7
25.996483,26.444153,26.656208,26.687624,26.7269,26.946804,0.12,0,3.66,5
26.444153,26.656208,26.687624,26.7269,26.946804,26.978222,-0.12,0,2.02,4
20.567532,21.179943,21.362871,21.466267,21.553751,21.760544,0.77,1,5.8,6
21.179943,21.362871,21.466267,21.553751,21.760544,21.927563,1.49,0,3.53,7
21.362871,21.466267,21.553751,21.760544,21.927563,22.253656,-0.79,0,4.17,4
17.783833,18.714384,18.722342,18.762482,18.890938,19.428839,-0.08,4,9.25,4
20.006889,20.119289,20.368172,20.440426,21.082703,21.203129,2.23,4,5.98,8
20.119289,20.368172,20.440426,21.082703,21.203129,21.676807,2.07,3,7.74,8
20.368172,20.440426,21.082703,21.203129,21.676807,22.126396,0.04,2,8.63,5
20.440426,21.082703,21.203129,21.676807,22.126396,22.134428,0.29,1,8.29,6
21.082703,21.203129,21.676807,22.126396,22.134428,22.198656,0.47,0,5.29,6
21.203129,21.676807,22.126396,22.134428,22.198656,22.303028,-0.36,0,5.19,4
21.355671,21.411863,21.733007,22.367256,22.463596,22.808817,-0.32,1,6.8,4
21.034248,21.205862,21.859604,21.867775,22.497002,22.815704,-0.47,3,8.47,4
20.98111,21.154234,21.582926,22.135277,22.250694,22.572212,-0.77,0,7.58,4
23.973703,24.369411,24.798105,25.020695,25.086647,25.152597,0.16,0,4.92,5
24.369411,24.798105,25.020695,25.086647,25.152597,25.193817,-1.41,0,3.38,3
13.72585,13.928447,14.232336,14.451817,15.490114,15.684268,5.97,0,14.27,10
13.928447,14.232336,14.451817,15.490114,15.684268,16.621277,-5.08,0,19.33,0
16.368027,16.731014,17.060234,18.031006,19.170603,19.829041,5.45,0,21.14,10
16.731014,17.060234,18.031006,19.170603,19.829041,20.909548,-2.79,0,24.97,1
25.346495,25.837124,26.564316,27.186369,28.115067,28.123825,1.46,0,10.96,7
25.837124,26.564316,27.186369,28.115067,28.123825,28.535616,-0.12,1,10.44,4
32.530453,33.836613,34.22493,34.639729,35.125122,35.92823,-0.42,0,10.44,4
36.852245,38.042465,38.212502,38.543617,39.10741,39.179001,0.27,0,6.31,6
38.042465,38.212502,38.543617,39.10741,39.179001,39.286392,-0.0,0,3.27,4
